Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Open_To_Buy,Avg_Utilization_Ratio,Attrition E,Gender E
Existing Customer,41,F,4,28,4,2,2,1202,0.522,0,1
Attrited Customer,41,M,4,28,1,2,4,4428,0,1,0
Existing Customer,43,M,1,25,6,3,3,1616,0,0,0
Existing Customer,64,F,1,56,4,1,1,5755,0.144,0,1
Existing Customer,42,F,1,29,3,4,2,845,0.693,0,1
Attrited Customer,50,F,3,40,6,2,4,1391,0.52,1,1
Existing Customer,52,F,2,42,6,3,0,5456,0,0,1
Existing Customer,46,F,1,34,4,2,2,3569,0,0,1
Existing Customer,39,M,5,29,3,3,4,32394,0.053,0,0
Existing Customer,44,M,2,31,5,2,4,33205,0.038,0,0
Existing Customer,57,F,3,44,3,1,2,953,0.662,0,1
Existing Customer,53,F,1,43,6,2,3,869,0.591,0,1
Existing Customer,43,F,2,36,3,1,4,933,0.637,0,1
Existing Customer,45,F,3,31,5,5,3,713,0.646,0,1
Existing Customer,48,F,1,36,6,3,0,2360,0.411,0,1
Existing Customer,41,F,3,36,5,1,2,5869,0,0,1
Attrited Customer,47,M,2,41,3,2,3,4586,0,1,0
Existing Customer,50,F,2,41,6,3,4,1438.3,0,0,1
Existing Customer,46,M,5,35,3,3,3,994,0.445,0,0
Existing Customer,51,F,0,36,5,2,3,3556,0.393,0,1
Existing Customer,43,M,5,36,3,5,1,6070,0.181,0,0
Attrited Customer,47,F,2,36,6,2,3,3150,0.444,1,1
Existing Customer,47,M,4,41,5,2,3,15594,0,0,0
Attrited Customer,47,F,3,39,6,3,4,10431,0.086,1,1
Attrited Customer,47,M,3,36,6,3,1,370,0.766,1,0
Existing Customer,44,M,1,29,4,3,3,11604,0.127,0,0
Attrited Customer,51,F,2,36,1,2,2,2114,0,1,1
Attrited Customer,44,M,1,33,3,2,4,2540,0,1,0
Existing Customer,41,F,5,30,4,2,1,711,0.596,0,1
Existing Customer,47,F,1,36,6,3,3,742,0.669,0,1
Existing Customer,47,M,1,36,3,2,3,6031,0.262,0,0
Attrited Customer,41,M,2,36,3,2,1,2238,0,1,0
Attrited Customer,54,F,2,41,2,2,3,1364,0.649,1,1
Existing Customer,44,M,4,36,3,1,3,20485,0,0,0
Existing Customer,44,F,2,39,6,4,1,9185,0.068,0,1
Existing Customer,44,M,3,38,6,1,2,1064,0.496,0,0
Existing Customer,43,F,3,30,3,2,1,826,0.716,0,1
Existing Customer,49,M,4,44,6,3,2,32244,0,0,0
Existing Customer,47,F,2,33,6,2,3,4408,0.216,0,1
Existing Customer,44,F,4,36,6,2,3,227,0.863,0,1
Attrited Customer,42,M,2,30,1,3,3,3032,0,1,0
Attrited Customer,42,M,0,36,4,3,6,15699,0,1,0
Existing Customer,40,F,3,28,3,1,3,4338,0.344,0,1
Existing Customer,47,F,3,43,4,2,4,3639,0.281,0,1
Existing Customer,44,M,3,30,3,3,2,1547,0,0,0
Existing Customer,60,F,0,49,3,1,1,9413,0.149,0,1
Existing Customer,41,F,2,26,5,1,2,1438.3,0,0,1
Existing Customer,46,F,2,33,4,3,2,3670,0,0,1
Existing Customer,42,F,3,38,4,1,4,670,0.564,0,1
Existing Customer,54,F,3,49,5,1,2,552.3,0.616,0,1
Attrited Customer,45,F,3,36,4,2,4,36,0.985,1,1
Existing Customer,49,M,1,40,6,2,2,1742,0.45,0,0
Existing Customer,42,F,2,26,5,2,3,593,0.72,0,1
Existing Customer,53,M,0,34,3,1,4,18797,0.071,0,0
Attrited Customer,48,F,4,24,4,2,3,1438.3,0,1,1
Existing Customer,45,F,4,38,6,3,2,5583,0,0,1
Existing Customer,41,F,3,30,5,3,4,7143,0.08,0,1
Attrited Customer,51,M,3,45,3,3,3,25670,0,1,0
Attrited Customer,45,M,2,29,3,2,4,3841,0,1,0
Existing Customer,52,F,3,39,4,3,3,1092,0.454,0,1
Existing Customer,44,F,3,37,3,2,2,7041,0.173,0,1
Existing Customer,47,F,3,30,5,3,2,3352,0.429,0,1
Existing Customer,44,F,5,36,4,2,3,5791,0,0,1
Attrited Customer,50,M,2,37,5,2,1,34117,0.012,1,0
Existing Customer,49,M,3,43,6,1,1,777,0.645,0,0
Existing Customer,37,M,2,32,4,1,1,1689,0.41,0,0
Existing Customer,43,M,4,31,6,1,3,4580,0.292,0,0
Attrited Customer,37,F,3,17,3,1,3,394,0.732,1,1
Existing Customer,58,F,2,50,4,3,3,5386,0,0,1
Existing Customer,46,F,3,28,5,3,3,862.3,0.4,0,1
Existing Customer,59,F,0,46,5,1,4,4510,0.165,0,1
Attrited Customer,49,F,3,36,4,2,3,3644,0.055,1,1
Attrited Customer,42,F,1,36,3,3,4,2983,0,1,1
Existing Customer,54,F,2,43,6,1,3,318.3,0.779,0,1
Attrited Customer,31,F,0,36,6,3,3,4871,0,1,1
Existing Customer,40,F,2,29,5,1,2,683,0.741,0,1
Existing Customer,32,F,2,24,5,3,1,376,0.758,0,1
Attrited Customer,45,F,3,37,4,2,4,3304,0,1,1
Attrited Customer,49,M,4,38,3,3,4,31999,0.073,1,0
Existing Customer,53,F,1,47,6,2,3,1244,0.632,0,1
Existing Customer,34,F,3,27,3,2,4,538,0.767,0,1
Existing Customer,49,F,0,39,4,3,0,2434,0,0,1
Existing Customer,60,F,1,50,5,1,3,1438.3,0,0,1
Existing Customer,40,M,2,36,5,1,4,14544,0,0,0
Attrited Customer,59,M,0,54,3,6,6,24150,0.019,1,0
Existing Customer,44,F,2,33,5,3,2,1639,0.299,0,1
Existing Customer,49,F,2,39,5,3,4,794,0.708,0,1
Existing Customer,44,M,2,37,3,1,3,944,0.52,0,0
Existing Customer,47,M,4,39,4,2,4,31535,0.048,0,0
Existing Customer,52,F,0,40,4,3,2,641.3,0.554,0,1
Existing Customer,47,F,1,41,3,3,4,675,0.751,0,1
Attrited Customer,57,F,2,51,3,6,2,2120,0.118,1,1
Existing Customer,41,M,2,36,6,2,2,4499,0,0,0
Attrited Customer,33,F,3,25,3,2,4,2217,0.532,1,1
Attrited Customer,55,M,2,36,3,2,4,4697,0,1,0
Existing Customer,50,M,2,35,4,5,3,33848,0.019,0,0
Existing Customer,47,M,3,36,4,1,2,1479,0.425,0,0
Existing Customer,56,M,1,43,5,1,4,732,0.765,0,0
Existing Customer,41,M,4,36,5,3,2,877,0.494,0,0
Existing Customer,46,F,5,36,5,3,0,3562,0,0,1
Attrited Customer,43,F,1,36,4,2,4,1536,0,1,1
Existing Customer,39,M,4,32,4,2,2,16980,0.116,0,0
Existing Customer,42,F,3,37,3,3,3,2023,0.554,0,1
Existing Customer,45,F,5,26,3,5,2,212.3,0.852,0,1
Existing Customer,54,F,4,45,6,2,2,243,0.878,0,1
Existing Customer,59,M,0,36,4,3,3,2383,0.304,0,0
Existing Customer,45,F,4,36,6,3,1,728,0.668,0,1
Existing Customer,43,F,2,33,4,2,2,3439,0.332,0,1
Existing Customer,41,M,4,31,6,2,1,748,0.703,0,0
Attrited Customer,49,F,0,44,3,3,2,2094,0,1,1
Existing Customer,48,F,3,36,5,3,3,647,0.661,0,1
Attrited Customer,42,M,5,22,6,2,4,5096,0,1,0
Existing Customer,39,M,1,28,5,2,4,2222,0,0,0
Existing Customer,42,F,3,36,3,2,2,3015,0,0,1
Existing Customer,48,M,3,36,6,3,2,3786,0,0,0
Existing Customer,39,M,3,34,5,1,2,10391,0.14,0,0
Existing Customer,48,F,3,38,3,3,3,5361,0.169,0,1
Attrited Customer,47,F,3,35,1,3,3,5398,0,1,1
Attrited Customer,59,F,2,51,5,5,4,1438.3,0,1,1
Attrited Customer,33,F,0,15,3,2,6,1438.3,0,1,1
Existing Customer,48,F,4,36,4,3,2,539,0.794,0,1
Existing Customer,49,M,2,35,3,3,3,13435,0,0,0
Existing Customer,43,F,3,29,4,2,3,669,0.79,0,1
Existing Customer,42,F,4,27,3,1,1,888,0.545,0,1
Existing Customer,63,M,0,54,5,2,0,4874,0.313,0,0
Existing Customer,42,F,2,37,4,2,1,462,0.795,0,1
Existing Customer,45,M,5,36,6,1,4,32478,0.059,0,0
Existing Customer,58,F,1,47,5,3,4,434,0.826,0,1
Existing Customer,39,F,2,32,5,3,1,873,0.717,0,1
Existing Customer,53,F,2,49,4,2,4,1520,0,0,1
Attrited Customer,38,M,2,30,6,3,4,1526,0.623,1,0
Existing Customer,65,M,1,54,3,1,3,3161,0.313,0,0
Attrited Customer,38,F,4,26,3,2,2,1438.3,0,1,1
Existing Customer,55,F,3,36,4,3,3,6618,0.159,0,1
Existing Customer,60,F,1,48,3,3,4,3305,0.384,0,1
Existing Customer,60,M,0,53,4,2,1,15113,0.086,0,0
Existing Customer,45,F,2,38,3,2,1,5728,0.235,0,1
Existing Customer,42,F,5,36,6,3,1,1438.3,0,0,1
Existing Customer,51,F,2,32,3,3,1,6861,0.18,0,1
Attrited Customer,56,F,1,43,3,2,2,2846,0,1,1
Existing Customer,49,F,4,42,5,1,4,6832,0.123,0,1
Attrited Customer,44,F,4,32,6,3,4,1268.3,0.118,1,1
Attrited Customer,48,F,2,37,5,2,4,2220,0,1,1
Existing Customer,48,M,3,43,5,3,0,5068,0.235,0,0
Existing Customer,46,F,2,36,6,2,1,5547,0,0,1
Existing Customer,37,F,2,36,4,3,3,747,0.569,0,1
Existing Customer,41,F,4,31,4,3,4,2001,0.318,0,1
Existing Customer,44,M,4,33,4,1,4,12457,0.142,0,0
Existing Customer,48,F,4,37,6,3,4,1774,0.33,0,1
Existing Customer,47,M,3,38,5,3,3,6629,0.19,0,0
Existing Customer,46,M,5,37,3,2,3,4355,0.313,0,0
Existing Customer,62,M,1,51,6,2,3,5711,0,0,0
Existing Customer,46,F,3,34,4,3,4,658,0.709,0,1
Attrited Customer,43,F,2,25,5,2,4,79,0.962,1,1
Existing Customer,44,F,3,34,3,1,2,2243,0.311,0,1
Existing Customer,50,M,3,35,3,3,2,12718,0.144,0,0
Existing Customer,49,M,4,41,3,1,1,5977,0.168,0,0
Existing Customer,48,M,3,37,3,2,4,5422,0.171,0,0
Existing Customer,62,M,0,52,6,1,2,8424,0.071,0,0
Attrited Customer,54,M,2,50,2,1,3,1165,0.684,1,0
Attrited Customer,56,F,2,51,4,6,5,1438.3,0,1,1
Attrited Customer,46,F,4,36,4,3,4,2286,0,1,1
Existing Customer,57,M,3,38,4,3,1,11635,0.081,0,0
Existing Customer,48,F,2,35,3,3,1,622.3,0.567,0,1
Existing Customer,39,F,5,33,5,2,2,770.3,0.464,0,1
Existing Customer,45,F,3,34,4,2,1,5056,0,0,1
Attrited Customer,53,F,0,40,4,1,4,1438.3,0,1,1
Existing Customer,26,M,0,17,4,2,1,28923,0.065,0,0
Existing Customer,40,M,3,21,3,2,0,764,0.576,0,0
Existing Customer,43,M,2,24,6,1,4,1669,0,0,0
Existing Customer,33,F,2,15,3,3,4,9725,0,0,1
Existing Customer,45,M,1,35,5,3,2,20660,0.048,0,0
Existing Customer,49,F,2,39,5,3,1,1147,0.617,0,1
Existing Customer,38,F,1,26,5,2,4,949,0.509,0,1
Existing Customer,43,M,5,31,4,3,4,33686,0.024,0,0
Existing Customer,42,F,4,36,6,2,1,1734,0,0,1
Existing Customer,42,F,4,32,3,3,4,600.3,0.583,0,1
Attrited Customer,39,F,2,36,4,3,4,552.3,0.616,1,1
Existing Customer,48,M,2,44,3,1,2,9673,0,0,0
Existing Customer,56,F,2,38,5,1,4,2583,0.284,0,1
Attrited Customer,39,F,2,36,4,3,1,862.3,0.4,1,1
Existing Customer,39,M,2,26,6,3,2,6423,0,0,0
Attrited Customer,48,F,3,31,6,3,4,14899,0,1,1
Existing Customer,52,F,2,41,3,1,1,1113,0.655,0,1
Existing Customer,44,F,3,34,5,3,2,2529,0.388,0,1
Existing Customer,44,M,1,33,6,2,3,3782,0.239,0,0
Existing Customer,41,F,3,37,3,3,3,7157,0.146,0,1
Existing Customer,44,M,2,31,5,5,2,1389,0.598,0,0
Existing Customer,42,M,3,36,4,3,2,23957,0.077,0,0
Existing Customer,49,M,3,29,4,3,1,903.3,0.372,0,0
Attrited Customer,38,F,0,22,3,2,5,1556,0,1,1
Attrited Customer,57,M,3,49,5,0,3,8486,0.025,1,0
Attrited Customer,33,M,2,18,1,1,6,3083,0.449,1,0
Existing Customer,45,F,3,32,6,1,3,882,0.696,0,1
Existing Customer,61,F,0,50,3,3,0,2721,0.445,0,1
Existing Customer,41,F,4,36,4,3,4,1370,0.49,0,1
Existing Customer,40,F,3,28,4,1,4,3046,0.318,0,1
Existing Customer,51,F,2,45,5,1,3,569.3,0.604,0,1
Existing Customer,34,F,1,16,6,1,4,407,0.817,0,1
Existing Customer,42,M,4,36,5,3,3,595,0.799,0,0
Existing Customer,38,F,2,31,4,2,4,502,0.685,0,1
Existing Customer,41,F,2,31,5,3,3,960,0.608,0,1
Existing Customer,53,F,3,42,3,2,4,966,0.368,0,1
Existing Customer,45,F,3,36,5,2,2,5391,0.141,0,1
Existing Customer,43,F,4,33,5,2,4,1438.3,0,0,1
Existing Customer,41,F,3,27,6,1,2,1049,0.508,0,1
Existing Customer,50,M,1,33,5,3,2,15947,0.071,0,0
Existing Customer,51,F,2,36,6,3,3,2486,0.26,0,1
Existing Customer,47,M,3,41,6,1,4,10573,0.119,0,0
Existing Customer,41,F,2,32,3,3,2,1322,0.6,0,1
Attrited Customer,55,F,3,47,5,4,3,998,0.629,1,1
Existing Customer,53,F,3,43,4,3,4,1438.3,0,0,1
Attrited Customer,46,F,3,39,3,3,0,1485,0.175,1,1
Attrited Customer,53,M,1,46,6,2,4,2497,0.454,1,0
Attrited Customer,48,F,5,40,4,3,2,343,0.88,1,1
Existing Customer,46,F,3,36,6,3,2,13387,0,0,1
Existing Customer,46,F,2,36,3,3,4,1263,0.447,0,1
Attrited Customer,47,F,4,36,3,3,3,1805,0.112,1,1
Existing Customer,49,F,5,33,6,3,2,957,0.618,0,1
Existing Customer,47,F,1,36,5,2,3,703.3,0.511,0,1
Existing Customer,42,M,4,36,6,5,1,252,0.897,0,0
Existing Customer,54,F,2,41,5,2,4,624.3,0.566,0,1
Existing Customer,41,M,2,35,3,3,4,9359,0.139,0,0
Attrited Customer,39,F,4,28,4,2,4,5397,0.289,1,1
Attrited Customer,54,F,3,44,5,3,2,509,0.826,1,1
Existing Customer,42,F,3,30,4,2,3,10136,0,0,1
Existing Customer,52,F,3,36,4,2,3,1093,0.5,0,1
Existing Customer,60,F,0,48,3,2,3,785,0.762,0,1
Existing Customer,40,M,3,29,3,2,1,28667,0.075,0,0
Existing Customer,48,F,1,38,5,2,0,154,0.94,0,1
Attrited Customer,51,F,1,32,5,3,3,1438.3,0,1,1
Existing Customer,48,M,3,37,3,3,2,2566,0.154,0,0
Existing Customer,46,F,1,40,4,2,2,1438.3,0,0,1
Existing Customer,50,F,2,36,6,2,4,787,0.699,0,1
Existing Customer,54,F,2,43,5,3,2,824,0.629,0,1
Attrited Customer,37,F,2,30,3,3,4,811,0.756,1,1
Attrited Customer,43,F,3,36,2,2,2,1438,0.411,1,1
Existing Customer,54,F,4,48,3,2,2,8416,0.134,0,1
Existing Customer,60,F,1,55,4,1,0,196,0.916,0,1
Existing Customer,51,M,2,36,3,6,3,26142,0,0,0
Attrited Customer,39,F,4,36,3,2,4,12405,0,1,1
Existing Customer,47,M,1,36,4,3,4,17655,0,0,0
Existing Customer,51,F,2,33,3,1,4,4155,0.159,0,1
Attrited Customer,30,F,1,19,6,1,2,1644,0,1,1
Existing Customer,34,F,2,24,6,3,3,1085,0.649,0,1
Existing Customer,60,F,0,36,4,3,1,3828,0,0,1
Existing Customer,49,F,2,36,6,2,2,460,0.789,0,1
Existing Customer,51,M,2,42,3,3,2,12476,0.103,0,0
Existing Customer,50,M,1,36,6,3,2,9594,0.094,0,0
Existing Customer,32,F,2,16,3,3,2,527,0.823,0,1
Attrited Customer,50,F,2,36,5,2,4,4045,0,1,1
Existing Customer,40,M,4,36,3,3,2,700,0.677,0,0
Attrited Customer,34,F,2,29,5,2,2,5845,0,1,1
Existing Customer,50,M,2,37,6,3,4,14325,0.066,0,0
Existing Customer,45,M,4,26,6,2,2,1537,0.494,0,0
Existing Customer,45,F,3,25,4,2,1,944,0.525,0,1
Existing Customer,45,F,3,37,4,3,1,3085,0.33,0,1
Attrited Customer,43,F,5,36,5,3,4,305,0.887,1,1
Existing Customer,65,M,0,54,5,1,4,8554,0.088,0,0
Existing Customer,47,F,4,37,4,3,2,658.3,0.542,0,1
Attrited Customer,42,F,2,23,4,2,3,1443,0,1,1
Existing Customer,51,F,4,39,3,2,1,765,0.731,0,1
Existing Customer,44,M,5,37,4,2,3,13909,0.111,0,0
Existing Customer,43,M,2,36,3,3,2,9354,0.126,0,0
Attrited Customer,44,F,2,36,5,2,4,1438.3,0,1,1
Attrited Customer,50,F,1,41,6,3,3,1215,0.283,1,1
Attrited Customer,53,F,3,36,4,3,6,7939,0,1,1
Existing Customer,42,F,3,35,3,2,2,968,0.621,0,1
Existing Customer,55,F,2,36,3,1,2,333,0.883,0,1
Existing Customer,59,M,1,51,6,2,4,7673,0.145,0,0
Existing Customer,58,F,1,53,3,3,1,5424,0.221,0,1
Existing Customer,60,F,2,41,6,2,2,4167,0,0,1
Existing Customer,49,F,2,36,4,3,2,3921,0.231,0,1
Existing Customer,42,F,4,36,3,3,1,1000,0.641,0,1
Existing Customer,44,F,3,27,3,1,4,463,0.687,0,1
Existing Customer,56,M,1,45,4,1,3,5070,0,0,0
Existing Customer,52,M,2,41,3,3,1,1332,0.517,0,0
Existing Customer,54,M,2,43,6,3,2,4255,0.263,0,0
Existing Customer,55,M,2,44,6,6,3,4951,0.182,0,0
Existing Customer,57,M,1,43,3,3,1,19090,0,0,0
Existing Customer,43,F,2,31,6,3,3,1230,0.406,0,1
Existing Customer,47,F,4,37,3,1,3,474,0.806,0,1
Existing Customer,56,F,1,47,6,1,2,1395,0.538,0,1
Existing Customer,44,F,2,36,5,1,3,4473,0,0,1
Existing Customer,54,F,1,43,4,6,4,5267,0,0,1
Existing Customer,37,M,3,29,6,2,4,5925,0.177,0,0
Existing Customer,49,F,2,38,3,4,2,1438.3,0,0,1
Attrited Customer,51,F,2,43,5,3,2,3245,0,1,1
Existing Customer,47,F,5,40,4,3,4,1371,0.647,0,1
Existing Customer,45,F,5,40,3,2,2,14728,0,0,1
Attrited Customer,38,F,4,31,4,3,2,1438.3,0,1,1
Attrited Customer,48,M,4,43,2,3,2,9528,0.155,1,0
Existing Customer,49,F,3,36,4,3,3,1024,0.621,0,1
Existing Customer,41,M,4,27,4,2,4,12270,0,0,0
Existing Customer,54,F,2,43,6,1,4,2373,0.211,0,1
Existing Customer,39,M,2,36,6,2,4,6717,0.15,0,0
Existing Customer,38,M,0,29,3,3,2,4098,0.315,0,0
Existing Customer,64,M,0,53,6,3,2,5455,0.259,0,0
Existing Customer,55,M,2,36,6,3,3,631,0.793,0,0
Existing Customer,50,M,2,40,3,1,1,32645,0.054,0,0
Attrited Customer,55,F,1,39,1,3,3,11548,0.11,1,1
Existing Customer,44,F,5,37,3,1,1,16526,0.071,0,1
Existing Customer,55,M,2,49,6,3,4,1524,0.497,0,0
Existing Customer,58,M,0,36,4,2,2,7441,0.182,0,0
Existing Customer,51,F,2,44,6,1,4,1438.3,0,0,1
Existing Customer,58,M,3,46,3,1,3,1212,0.49,0,0
Attrited Customer,47,F,3,36,5,2,2,8109,0,1,1
Existing Customer,53,F,1,43,5,1,0,592,0.774,0,1
Existing Customer,42,F,3,30,3,2,1,3549,0,0,1
Existing Customer,45,M,5,36,4,2,1,1244,0.542,0,0
Existing Customer,60,F,0,51,6,1,2,434,0.805,0,1
Attrited Customer,42,F,3,36,3,3,4,2502,0.342,1,1
Existing Customer,55,F,2,43,6,2,3,1743,0.363,0,1
Existing Customer,51,F,2,37,3,2,1,1008,0.554,0,1
Attrited Customer,51,F,1,39,5,3,2,1438.3,0,1,1
Attrited Customer,65,M,2,36,4,2,3,437,0.852,1,0
Existing Customer,50,M,4,31,6,3,2,10410,0.124,0,0
Existing Customer,49,F,3,36,5,3,4,1438.3,0,0,1
Existing Customer,38,F,2,25,6,2,2,900.3,0.374,0,1
Existing Customer,54,F,3,36,4,2,2,2035,0.267,0,1
Existing Customer,54,F,1,42,3,5,4,935,0.622,0,1
Existing Customer,54,F,3,43,6,3,4,4036,0.283,0,1
Attrited Customer,49,F,3,38,1,2,4,11025,0,1,1
Existing Customer,43,F,1,38,3,3,3,265,0.9,0,1
Existing Customer,43,M,2,28,5,6,3,29102,0.041,0,0
Existing Customer,57,F,1,47,6,6,1,781,0.645,0,1
Attrited Customer,46,F,2,42,1,0,4,2002,0,1,1
Existing Customer,43,F,3,36,3,3,2,6260,0.287,0,1
Attrited Customer,53,F,2,36,3,3,4,2164,0.16,1,1
Existing Customer,43,F,3,24,3,3,4,3575,0.31,0,1
Existing Customer,49,M,2,42,3,3,2,3783,0,0,0
Existing Customer,51,M,3,40,3,5,3,34516,0,0,0
Existing Customer,46,F,3,41,2,1,4,1515,0,0,1
Existing Customer,56,F,3,47,6,3,4,843,0.706,0,1
Existing Customer,46,F,4,34,6,2,1,2711,0,0,1
Existing Customer,54,F,2,47,3,2,3,791,0.662,0,1
Existing Customer,51,M,1,45,6,1,3,11423,0.14,0,0
Existing Customer,33,F,3,20,5,1,3,1438.3,0,0,1
Attrited Customer,41,M,3,33,4,3,4,1639,0,1,0
Existing Customer,55,M,3,49,3,1,4,3151,0.444,0,0
Attrited Customer,55,M,1,41,3,4,4,22188,0.096,1,0
Existing Customer,41,F,3,29,6,3,1,691,0.647,0,1
Attrited Customer,50,F,1,37,3,2,4,1838,0,1,1
Attrited Customer,36,F,2,36,5,2,4,594,0.809,1,1
Existing Customer,39,F,0,27,4,3,3,3207,0.183,0,1
Existing Customer,38,F,1,26,5,1,1,3507,0.193,0,1
Existing Customer,46,F,2,39,5,2,2,1549,0.484,0,1
Attrited Customer,40,F,1,36,4,3,2,894.3,0.378,1,1
Existing Customer,58,M,1,46,6,3,1,1488,0.414,0,0
Attrited Customer,43,F,4,36,5,3,2,1408,0.419,1,1
Attrited Customer,56,F,2,43,1,2,4,229,0.841,1,1
Existing Customer,58,M,4,47,6,3,0,24962,0.044,0,0
Attrited Customer,29,F,1,36,3,2,4,204,0.919,1,1
Attrited Customer,48,F,4,35,4,3,2,2599,0.287,1,1
Existing Customer,61,F,0,55,6,1,2,91,0.959,0,1
Existing Customer,51,M,2,43,5,3,3,11862,0,0,0
Existing Customer,44,F,3,36,3,1,4,7302,0.163,0,1
Existing Customer,35,F,2,29,3,1,1,2423,0,0,1
Attrited Customer,48,F,3,36,5,3,2,1556,0.618,1,1
Existing Customer,26,M,0,36,5,2,4,9916,0,0,0
Existing Customer,39,F,1,29,4,2,4,489.3,0.66,0,1
Existing Customer,38,M,2,36,3,3,3,5301,0.178,0,0
Attrited Customer,51,F,1,45,5,3,1,541,0.723,1,1
Existing Customer,37,F,2,36,6,5,4,791.3,0.45,0,1
Existing Customer,53,F,2,49,3,2,2,4500,0,0,1
Existing Customer,53,F,2,41,4,1,2,441,0.804,0,1
Existing Customer,39,F,2,36,3,2,3,339,0.857,0,1
Existing Customer,56,F,4,44,3,2,2,622,0.762,0,1
Existing Customer,52,F,4,41,3,3,3,507,0.779,0,1
Existing Customer,51,F,2,36,4,3,4,3403,0.328,0,1
Existing Customer,43,F,3,30,5,2,2,963,0.601,0,1
Existing Customer,51,F,1,45,3,3,3,869,0.702,0,1
Existing Customer,53,F,2,36,5,1,4,437,0.839,0,1
Existing Customer,54,F,3,36,5,1,4,1927,0.474,0,1
Existing Customer,36,F,4,30,3,3,1,1438.3,0,0,1
Attrited Customer,53,F,0,41,3,3,4,1438.3,0,1,1
Attrited Customer,39,F,3,36,4,3,3,2809,0,1,1
Existing Customer,46,M,3,31,5,2,4,23927,0.09,0,0
Existing Customer,56,M,2,46,6,2,3,15982,0,0,0
Existing Customer,40,F,4,25,6,2,1,25060,0,0,1
Existing Customer,42,F,3,29,6,3,2,794,0.486,0,1
Existing Customer,43,F,5,38,6,2,2,834.3,0.42,0,1
Existing Customer,43,M,1,37,4,3,4,2984,0.274,0,0
Existing Customer,47,F,3,27,3,3,0,1451,0,0,1
Existing Customer,49,F,4,42,5,3,2,15056,0.083,0,1
Existing Customer,48,F,4,41,5,3,4,660,0.718,0,1
Existing Customer,47,F,4,34,5,3,4,1047,0.456,0,1
Attrited Customer,48,M,3,36,3,2,4,2023,0.315,1,0
Attrited Customer,36,F,2,36,4,3,2,1848,0,1,1
Existing Customer,47,F,3,38,5,1,4,171,0.895,0,1
Existing Customer,49,F,3,36,4,1,4,2270,0.476,0,1
Existing Customer,51,F,3,32,6,3,3,812,0.724,0,1
Existing Customer,54,F,2,46,4,3,3,1038,0.602,0,1
Existing Customer,43,F,4,37,5,1,3,2419,0,0,1
Existing Customer,49,F,1,38,5,2,2,5481,0,0,1
Existing Customer,40,F,4,25,4,1,1,622,0.708,0,1
Existing Customer,40,M,3,27,6,2,4,6714,0.256,0,0
Existing Customer,48,M,2,43,5,2,2,512,0.709,0,0
Attrited Customer,60,M,1,36,1,3,4,3316,0,1,0
Attrited Customer,50,F,1,46,6,4,3,493,0.75,1,1
Existing Customer,46,F,4,41,6,3,1,1438.3,0,0,1
Existing Customer,35,F,3,29,3,3,1,975,0.572,0,1
Existing Customer,65,M,1,56,6,2,4,12046,0.099,0,0
Existing Customer,52,M,3,36,5,2,2,334,0.881,0,0
Existing Customer,44,M,2,36,6,3,1,28292,0,0,0
Existing Customer,35,F,4,31,3,3,4,1922,0.345,0,1
Existing Customer,45,M,3,36,6,3,2,21630,0,0,0
Existing Customer,56,F,1,45,4,1,2,902,0.712,0,1
Existing Customer,50,F,1,43,4,3,4,913,0.692,0,1
Attrited Customer,52,F,3,39,3,3,2,2402,0.424,1,1
Existing Customer,37,F,1,28,4,3,2,1816,0.261,0,1
Existing Customer,44,M,2,36,5,3,4,11232,0.082,0,0
Existing Customer,35,F,3,21,3,1,1,1668,0.266,0,1
Existing Customer,42,M,4,37,3,2,4,5508,0.208,0,0
Existing Customer,48,F,4,37,3,6,2,859,0.521,0,1
Existing Customer,47,F,4,36,3,2,2,1864,0.326,0,1
Attrited Customer,43,F,4,29,6,2,3,2895,0,1,1
Existing Customer,39,F,1,34,3,1,4,5756,0.166,0,1
Attrited Customer,39,M,2,30,5,3,3,2220,0,1,0
Existing Customer,48,F,3,34,5,2,2,1495,0,0,1
Existing Customer,42,F,5,37,5,2,3,1143,0.55,0,1
Existing Customer,34,F,3,19,6,1,2,7531,0,0,1
Existing Customer,47,F,4,29,5,2,1,7253,0.161,0,1
Existing Customer,43,F,4,36,6,3,1,1531,0,0,1
Existing Customer,50,F,2,32,3,3,4,780,0.73,0,1
Attrited Customer,55,F,2,36,4,3,2,8696,0.151,1,1
Existing Customer,50,F,1,38,3,1,4,4182,0,0,1
Attrited Customer,44,F,1,25,3,2,4,3101,0,1,1
Existing Customer,54,F,3,36,5,4,2,3187,0.298,0,1
Existing Customer,40,F,3,22,4,2,4,855,0.746,0,1
Existing Customer,40,M,2,36,3,1,2,3099,0,0,0
Existing Customer,41,F,3,31,3,1,2,1111,0.54,0,1
Existing Customer,52,F,2,48,3,2,4,4721,0.109,0,1
Existing Customer,41,F,4,35,3,1,4,855,0.6,0,1
Attrited Customer,47,F,1,35,6,2,4,954,0.484,1,1
Existing Customer,53,F,1,35,4,3,3,3585,0,0,1
Existing Customer,48,F,4,32,6,1,3,787,0.707,0,1
Existing Customer,62,M,0,56,5,3,2,27872,0.042,0,0
Attrited Customer,59,M,2,53,4,5,4,277,0.897,1,0
